date,Date_obj,Month,Day,Year,emp_status,job_title,overall_rating,career_growth_rating,wlb_rating,compensation_rating,company_culture_rating,management_rating,title
"May 12, 2021",2021-05-12,5,12,2021,Current Employee ,Data Analyst,3,3,4,4,3,3,Reorg is tough and probably not best tech stack
"May 11, 2021",2021-05-11,5,11,2021,Current Employee ,Staff Software Engineer,4,3,3,4,5,3,Like most companies I imagine depends on the group you work in
"May 10, 2021",2021-05-10,5,10,2021,Current Employee ,Program Manager,5,3,4,4,4,4,WLB and Security
"May 9, 2021",2021-05-09,5,9,2021,Current Employee ,Software Developer II,4,3,5,4,5,5,Great work life balance - career growth depends on team
"May 8, 2021",2021-05-08,5,8,2021,Current Employee ,Senior Front End Engineer,3,3,5,5,2,2,"Great company, great people, heavy politics"
"May 7, 2021",2021-05-07,5,7,2021,Current Employee ,Software Engineer,1,2,1,3,1,1,"Bad management, worst work life balance"
"May 6, 2021",2021-05-06,5,6,2021,Current Employee ,Software Engineer II,4,4,4,3,4,3,Good WLB Decent Pay
"May 5, 2021",2021-05-05,5,5,2021,Current Employee ,Product Designer,1,1,1,1,1,1,Terrible WLB
"May 5, 2021",2021-05-05,5,5,2021,Current Employee ,Software Engineer,1,1,1,1,1,1,Terrible management
"May 5, 2021",2021-05-05,5,5,2021,Current Employee ,Principal Product Director,3,3,3,4,2,2,Now hunger games in a passive aggressive wrapping
"May 4, 2021",2021-05-04,5,4,2021,Current Employee ,Senior Software Engineer,4,2,2,4,3,1,Leadership needs a change
"May 4, 2021",2021-05-04,5,4,2021,Current Employee ,"Senior Manager, Program Management",4,4,5,5,5,4,Company who treat care for their employees
"May 4, 2021",2021-05-04,5,4,2021,Current Employee ,Product Designer,4,4,5,5,5,4,"Great place to kick back, not so much for career growth"
"May 3, 2021",2021-05-03,5,3,2021,Current Employee ,Senior Front End Developer,1,1,1,1,1,1,Terrible management
"May 3, 2021",2021-05-03,5,3,2021,Current Employee ,Principal Engineer,4,3,3,4,4,3,Mixed Bag
"May 2, 2021",2021-05-02,5,2,2021,Current Employee ,Data Scientist II,4,4,4,4,4,4,"Good people, good culture"
"May 2, 2021",2021-05-02,5,2,2021,Current Employee ,Manager,4,4,2,3,4,4,Work life balance is good for Desktop teams. All online teams suffer.
"May 2, 2021",2021-05-02,5,2,2021,Current Employee ,Software Engineer,4,4,4,4,4,3,Good work life balance
"Apr 30, 2021",2021-04-30,4,30,2021,Current Employee ,Senior Software Engineer,4,3,4,4,4,1,Nice benefits
"Apr 26, 2021",2021-04-26,4,26,2021,Current Employee ,"Engineer I, Software Development & Engineering",5,3,5,5,4,4,Good but not the best
"Apr 25, 2021",2021-04-25,4,25,2021,Current Employee ,Software Engineer,3,3,5,4,4,3,Not too bad
"Apr 24, 2021",2021-04-24,4,24,2021,Current Employee ,Data Analyst,3,5,5,4,3,3,Reorg’s every year
"Apr 23, 2021",2021-04-23,4,23,2021,Current Employee ,Software Applications Engineer,5,5,2,3,2,2,Good experience
"Apr 22, 2021",2021-04-22,4,22,2021,Current Employee ,Marketing Consultant,5,3,5,5,4,4,Great work life balance
"Apr 22, 2021",2021-04-22,4,22,2021,Current Employee ,Principal Interaction Designer,5,3,5,5,3,3,Great company to work for.
"Apr 22, 2021",2021-04-22,4,22,2021,Current Employee ,Software Engineer,4,4,4,5,5,3,Great benefits and wlb
"Apr 20, 2021",2021-04-20,4,20,2021,Current Employee ,Security Analyst,4,5,5,4,4,1,Great life work balance. Great benefits and decent compensation (with stocks). Management unfortunately is so bad
"Apr 17, 2021",2021-04-17,4,17,2021,Current Employee ,Principal Software Engineer,4,3,4,4,5,4,Good company with great growth
"Apr 15, 2021",2021-04-15,4,15,2021,Current Employee ,Product Designer,4,5,4,4,5,4,It’s great but decent amount of drama
"Apr 15, 2021",2021-04-15,4,15,2021,Current Employee ,Staff Software Developer,4,3,2,3,3,3,"Some teams have a good WLB , a good place to retire"
"Apr 14, 2021",2021-04-14,4,14,2021,Current Employee ,Business Development,4,5,4,5,4,3,Great company with higher growth. I’ve been promoted 3 times in 3 years
"Apr 11, 2021",2021-04-11,4,11,2021,Current Employee ,Software Engineer II,4,3,4,4,3,3,"Good WLB, things good for someone who is looking to rest and vest and coast"
"Apr 9, 2021",2021-04-09,4,9,2021,Current Employee ,Software Engineer,5,3,5,5,4,4,Great company with awesome benefits
"Apr 8, 2021",2021-04-08,4,8,2021,Current Employee ,Designer,3,3,2,4,3,3,Great employee culture
"Apr 8, 2021",2021-04-08,4,8,2021,Current Employee ,Marketing & Communication Manager,4,3,3,4,4,3,Great benefits/poor WLB and growth
"Apr 8, 2021",2021-04-08,4,8,2021,Current Employee ,Product Designer,3,3,5,3,4,3,"Good people, laid back culture"
"Apr 7, 2021",2021-04-07,4,7,2021,Current Employee ,Senior Software Engineer,4,4,2,4,4,3,Good company
"Apr 6, 2021",2021-04-06,4,6,2021,Current Employee ,Principal Applications Engineer,3,3,4,3,1,1,Toxic work culture - stay away
"Apr 6, 2021",2021-04-06,4,6,2021,Current Employee ,Finance Manager,5,4,4,5,5,4,Great work life balance
"Apr 6, 2021",2021-04-06,4,6,2021,Current Employee ,Senior Software Engineer,5,5,5,4,5,4,"Good work life balance, decent management"
"Apr 5, 2021",2021-04-05,4,5,2021,Current Employee ,Senior Software Engineer,4,3,5,4,4,4,Good WLB
"Apr 2, 2021",2021-04-02,4,2,2021,Current Employee ,Senior Software Developer,5,4,5,5,3,1,Greedy managers and politics
"Mar 31, 2021",2021-03-31,3,31,2021,Current Employee ,Principal Software Engineer,4,4,4,3,4,3,"Leader in most product categories, great growth potential"
"Mar 31, 2021",2021-03-31,3,31,2021,Current Employee ,"Engineer II, Senior Software Android Engineer",4,3,4,3,4,3,"Really good hr practices , work life balance based on the team."
"Mar 31, 2021",2021-03-31,3,31,2021,Current Employee ,Director of Software Development,5,5,4,4,4,5,Amazing Customer Obsession
"Mar 30, 2021",2021-03-30,3,30,2021,Current Employee ,Field Manager,5,3,5,4,5,4,They care about people
"Mar 30, 2021",2021-03-30,3,30,2021,Current Employee ,Software Engineer,4,4,4,3,5,3,"Good WLB, Decent Compensation"
"Mar 30, 2021",2021-03-30,3,30,2021,Current Employee ,Product Manager,3,3,2,3,3,2,Between Mediocre and Good (not Best)
"Mar 28, 2021",2021-03-28,3,28,2021,Current Employee ,Software Engineer,3,1,2,4,3,1,"Great benefits, but a lot of politics"
"Mar 27, 2021",2021-03-27,3,27,2021,Current Employee ,Software Engineer,4,3,4,4,3,3,Limited technical growth
"Mar 26, 2021",2021-03-26,3,26,2021,Current Employee ,Software Engineer,4,4,3,5,4,3,Good all around
"Mar 26, 2021",2021-03-26,3,26,2021,Current Employee ,Software Engineer II,4,4,4,4,4,4,Depends on your team
"Mar 25, 2021",2021-03-25,3,25,2021,Current Employee ,Software Analyst,4,4,5,3,5,5,"Thoughtful leadership, nice WLB"
"Mar 25, 2021",2021-03-25,3,25,2021,Current Employee ,Finance,3,2,2,3,5,3,Not a good place for finance right now
"Mar 25, 2021",2021-03-25,3,25,2021,Current Employee ,Product Designer,4,3,5,3,4,3,Only good for WLB
"Mar 25, 2021",2021-03-25,3,25,2021,Current Employee ,Engineering Manager,4,4,4,4,2,2,"Great at some, sucks at some"
"Mar 24, 2021",2021-03-24,3,24,2021,Current Employee ,Mobile Software Architect,3,3,3,3,3,3,Not a real tech company
"Mar 24, 2021",2021-03-24,3,24,2021,Current Employee ,Senior Business Leader,4,4,3,4,3,4,A lot of potential but fighting to overcome legacy
"Mar 23, 2021",2021-03-23,3,23,2021,Current Employee ,Data Engineer,4,3,4,4,4,2,Culture is good. But bad for career growth.
"Mar 23, 2021",2021-03-23,3,23,2021,Current Employee ,Product Designer,5,1,1,1,1,1,"Completely unstable, short sighted, and no WLB balance"
"Mar 22, 2021",2021-03-22,3,22,2021,Current Employee ,"Director, Data Analysis",4,3,5,4,3,3,Great work life balance
"Mar 21, 2021",2021-03-21,3,21,2021,Current Employee ,Product Manager,2,2,1,3,3,1,"Lack of leadership, poor WLB,"
"Mar 20, 2021",2021-03-20,3,20,2021,Current Employee ,Software Developer,4,4,4,3,5,4,Very good WLB and company culture
"Mar 19, 2021",2021-03-19,3,19,2021,Current Employee ,Engineer II,4,5,3,5,4,4,"Good company, great benefits"
"Mar 19, 2021",2021-03-19,3,19,2021,Current Employee ,Software Engineer,4,4,4,4,4,4,Great company
"Mar 19, 2021",2021-03-19,3,19,2021,Current Employee ,Data Engineer II,4,4,4,3,4,3,Team culture is good but hire and fire company
"Mar 18, 2021",2021-03-18,3,18,2021,Current Employee ,Software Engineer,1,2,2,1,3,4,It used to be great now we’re becoming like amazon with less TC
"Mar 18, 2021",2021-03-18,3,18,2021,Current Employee ,Senior Software Engineer,4,4,4,5,5,4,Great company
"Mar 17, 2021",2021-03-17,3,17,2021,Current Employee ,Product Manager,5,4,4,4,4,4,"Good WLB, frequent reorg"
"Mar 17, 2021",2021-03-17,3,17,2021,Current Employee ,Principal Engineer,4,3,4,3,5,2,Great place good culture
"Mar 16, 2021",2021-03-16,3,16,2021,Current Employee ,Customer Experience Manager,5,5,5,5,5,4,Supportive Team Culture
"Mar 16, 2021",2021-03-16,3,16,2021,Current Employee ,Software Applications Engineer,5,5,5,5,5,5,Tech savvy company
"Mar 16, 2021",2021-03-16,3,16,2021,Current Employee ,Software Engineer II,3,3,5,5,4,4,"Great work life balance, tough career growth"
"Mar 16, 2021",2021-03-16,3,16,2021,Current Employee ,Software Engineer,4,3,5,3,4,3,"Reputable company that gives decent pay, but career growth opportunities are limited."
"Mar 15, 2021",2021-03-15,3,15,2021,Current Employee ,Software Engineer II,4,4,5,3,4,3,Great work life balance but nowhere a match in compensation
"Mar 11, 2021",2021-03-11,3,11,2021,Current Employee ,Software Engineer,5,5,5,5,5,3,Great place
"Mar 9, 2021",2021-03-09,3,9,2021,Current Employee ,Engineer,3,3,4,5,3,3,Pretty good overall
"Mar 8, 2021",2021-03-08,3,8,2021,Current Employee ,Human Capital Analyst Manager,5,5,5,5,5,5,"Great company, great leadership"
"Mar 8, 2021",2021-03-08,3,8,2021,Current Employee ,Engineer,5,3,4,4,4,4,Good work life balance
"Mar 8, 2021",2021-03-08,3,8,2021,Current Employee ,Software Engineer II,4,4,5,3,3,4,Vgood Work life balance company
"Mar 5, 2021",2021-03-05,3,5,2021,Current Employee ,Senior Software Engineer,4,4,4,3,4,4,Overall good culture
"Mar 5, 2021",2021-03-05,3,5,2021,Current Employee ,Software Engineer II,3,5,5,3,5,3,Great work life balance and visibility
"Mar 4, 2021",2021-03-04,3,4,2021,Current Employee ,Principal Engineer,4,4,4,5,4,3,Great place to be
"Mar 4, 2021",2021-03-04,3,4,2021,Current Employee ,Product Manager II,5,5,5,5,5,4,Great work life balance and perks.
"Mar 3, 2021",2021-03-03,3,3,2021,Current Employee ,Senior Product Manager,4,3,5,4,4,3,Good work life balance
"Mar 3, 2021",2021-03-03,3,3,2021,Current Employee ,Product Analyst,1,1,5,1,1,1,Toxic culture
"Mar 2, 2021",2021-03-02,3,2,2021,Current Employee ,Engineering Manager II,3,2,5,5,5,3,Great work life balance .. cash cow
"Mar 2, 2021",2021-03-02,3,2,2021,Current Employee ,Senior Software Developer,4,4,5,4,4,5,Great wlb
"Feb 27, 2021",2021-02-27,2,27,2021,Current Employee ,Senior Software Engineer,4,4,5,3,4,4,Great Company
"Feb 27, 2021",2021-02-27,2,27,2021,Current Employee ,Senior Software Engineer,4,3,5,3,4,3,"Great work life balance, good place for Junior engineers"
"Feb 26, 2021",2021-02-26,2,26,2021,Current Employee ,Senior Software Developer,3,3,3,3,4,3,Technology stack
"Feb 26, 2021",2021-02-26,2,26,2021,Current Employee ,Applications Architect,5,2,4,3,5,2,Laid back
"Feb 26, 2021",2021-02-26,2,26,2021,Current Employee ,Design Engineer,3,5,3,1,5,3,It’s aight
"Feb 25, 2021",2021-02-25,2,25,2021,Current Employee ,Senior Software Engineering,5,5,5,5,5,4,"Great perks, good MGMT and sweet work life balance"
"Feb 23, 2021",2021-02-23,2,23,2021,Current Employee ,"Senior Software Engineer, Team Lead",5,4,4,3,4,4,Good company
"Feb 23, 2021",2021-02-23,2,23,2021,Current Employee ,Senior Engineer,3,3,3,4,2,3,Good compensation
"Feb 23, 2021",2021-02-23,2,23,2021,Current Employee ,Marketing Manager,3,3,5,4,4,2,"Good growth, lots of change"
"Feb 22, 2021",2021-02-22,2,22,2021,Current Employee ,Database Developer,4,3,5,5,3,3,Great work life balance and benefits
"Feb 21, 2021",2021-02-21,2,21,2021,Current Employee ,Staff Software Engineer,4,3,5,2,5,2,Great work life balance
"Feb 20, 2021",2021-02-20,2,20,2021,Current Employee ,Software Engineer,5,5,4,3,5,4,Nice place to work and grow professionally
"Feb 19, 2021",2021-02-19,2,19,2021,Current Employee ,Senior Software Engineer,3,3,2,4,2,2,"If you are good at keeping your Boss happy, this is the place for you"
"Feb 19, 2021",2021-02-19,2,19,2021,Current Employee ,Software Engineer,3,3,5,2,3,1,Comes with politics
"Feb 18, 2021",2021-02-18,2,18,2021,Current Employee ,Staff Software Engineer,4,4,5,4,4,2,Good place to work with a balance
"Feb 15, 2021",2021-02-15,2,15,2021,Current Employee ,Engineer,4,3,5,3,4,4,Great work life balance
"Feb 14, 2021",2021-02-14,2,14,2021,Current Employee ,Senior Product Manager,5,5,5,4,5,5,Takes care of new starts (from college)
"Feb 13, 2021",2021-02-13,2,13,2021,Current Employee ,Senior Software Engineer,3,5,5,2,3,3,Good WLB / Decent amount of Politics /  Low TC for High performers
"Feb 13, 2021",2021-02-13,2,13,2021,Current Employee ,Senior Software Engineer,3,4,4,4,3,3,Good compensation but too political
"Feb 12, 2021",2021-02-12,2,12,2021,Current Employee ,Senior Software Engineer,5,5,5,3,5,5,Great work life balance
"Feb 11, 2021",2021-02-11,2,11,2021,Current Employee ,Senior Software Engineer,5,4,5,5,4,2,Great work life balance
"Feb 11, 2021",2021-02-11,2,11,2021,Current Employee ,Senior Data Engineer,4,4,4,4,4,5,Great company to work and great leadership and benefits
"Feb 10, 2021",2021-02-10,2,10,2021,Current Employee ,Applications Architect,4,5,3,5,5,4,One of the best places to work
"Feb 10, 2021",2021-02-10,2,10,2021,Current Employee ,Software Developer,3,2,5,2,5,3,"Great work life balance, lots and lots of meetings, below average pay"
"Feb 8, 2021",2021-02-08,2,8,2021,Current Employee ,Senior Software Engineer,2,2,3,3,3,2,Fine if you know how to play the game
"Feb 7, 2021",2021-02-07,2,7,2021,Current Employee ,Software Applications Engineer,3,4,4,3,2,2,Ok..
"Feb 5, 2021",2021-02-05,2,5,2021,Current Employee ,Associate Business Manager,5,5,5,5,5,5,"Good place to work, lots of opportunities to contribute and grow your career"
"Feb 5, 2021",2021-02-05,2,5,2021,Current Employee ,Product Manager,5,5,5,5,5,5,Great work life balance
"Feb 3, 2021",2021-02-03,2,3,2021,Current Employee ,Software Engineer,5,4,4,3,3,3,Good company with great perks and benefits.
"Feb 2, 2021",2021-02-02,2,2,2021,Current Employee ,Data Engineer,3,4,5,3,3,2,Changing but not for the better
"Jan 31, 2021",2021-01-31,1,31,2021,Current Employee ,Software Engineer,4,3,5,4,4,4,Great place for intern
"Jan 31, 2021",2021-01-31,1,31,2021,Current Employee ,DevOps Engineer,3,2,4,3,3,2,wlb
"Jan 31, 2021",2021-01-31,1,31,2021,Current Employee ,Software Engineer,4,3,4,4,4,2,Great work life balance
"Jan 31, 2021",2021-01-31,1,31,2021,Current Employee ,Principal Engineer,1,1,2,1,1,1,Not what it used to be
"Jan 29, 2021",2021-01-29,1,29,2021,Current Employee ,Technical Program Manager II,4,3,3,4,3,3,Make sure you pick the good team
"Jan 29, 2021",2021-01-29,1,29,2021,Current Employee ,Staff Engineer,4,4,4,3,4,3,Good benefits not many talented people around anymore
"Jan 28, 2021",2021-01-28,1,28,2021,Current Employee ,Engineer,1,1,1,2,1,1,"Political, stressful"
"Jan 27, 2021",2021-01-27,1,27,2021,Current Employee ,Software Engineer,4,3,4,3,4,3,Used to have great wlb
"Jan 27, 2021",2021-01-27,1,27,2021,Current Employee ,Software Engineer,5,4,5,3,5,5,"Great culture, benefits, wlb, mid comp"
"Jan 21, 2021",2021-01-21,1,21,2021,Current Employee ,Engineer,5,5,5,5,5,5,Great place to create impact on customers and grow your career
"Jan 20, 2021",2021-01-20,1,20,2021,Current Employee ,Produce Manager,4,4,5,4,5,3,great WLB and very friendly people
"Jan 18, 2021",2021-01-18,1,18,2021,Current Employee ,Product Designer,3,2,4,3,3,1,Coast and chill
"Jan 16, 2021",2021-01-16,1,16,2021,Current Employee ,Software Engineer,4,3,4,3,4,4,Great work and life balance
"Jan 14, 2021",2021-01-14,1,14,2021,Current Employee ,Staff Software Engineer,5,4,5,4,5,5,Good place to work without pressure
"Jan 14, 2021",2021-01-14,1,14,2021,Current Employee ,Software Design Engineer II,4,4,5,3,5,3,Great work life balance.
"Jan 13, 2021",2021-01-13,1,13,2021,Current Employee ,Project Manager,5,5,5,5,5,5,Great company with the right strategy
"Jan 12, 2021",2021-01-12,1,12,2021,Current Employee ,Software Developer I,4,4,4,4,4,4,Great culture
"Jan 11, 2021",2021-01-11,1,11,2021,Current Employee ,Software Developer I,5,5,5,4,5,5,Really good work life balance!
"Jan 9, 2021",2021-01-09,1,9,2021,Current Employee ,Senior Software Engineer,4,4,4,3,5,4,Good culture and Great work life balance
"Jan 9, 2021",2021-01-09,1,9,2021,Current Employee ,Software Engineer I,4,4,4,4,4,4,Good
"Jan 8, 2021",2021-01-08,1,8,2021,Current Employee ,Senior Product Manager,1,1,1,5,1,1,Atypical political place where your career can flounder
"Jan 6, 2021",2021-01-06,1,6,2021,Current Employee ,Senior Software Engineer,3,3,3,3,3,2,An okay place
"Jan 4, 2021",2021-01-04,1,4,2021,Current Employee ,Senior Software Engineer,4,4,3,3,4,3,"Good for growth, ok comp"
"Jan 4, 2021",2021-01-04,1,4,2021,Current Employee ,Senior Data Scientist,5,5,4,3,4,4,Good so far
"Jan 3, 2021",2021-01-03,1,3,2021,Current Employee ,Software Engineer,3,3,5,3,2,1,"Good WLB, incompetent managers, cheesy culture"
"Dec 30, 2020",2020-12-30,12,30,2020,Current Employee ,Staff Applications Engineer,5,4,4,4,4,4,Great company to work
"Dec 22, 2020",2020-12-22,12,22,2020,Current Employee ,Senior Software Engineer,3,3,4,2,4,3,Good work life balance
"Dec 19, 2020",2020-12-19,12,19,2020,Current Employee ,Data Scientist,4,3,5,4,4,4,"Great wlb, decent comp"
"Dec 18, 2020",2020-12-18,12,18,2020,Current Employee ,Senior Software Developer,2,1,3,4,1,1,Toxic politics with a glass ceiling
"Dec 16, 2020",2020-12-16,12,16,2020,Current Employee ,Product Manager,4,3,3,5,3,3,So much bureaucracy
"Dec 16, 2020",2020-12-16,12,16,2020,Current Employee ,"Analyst, Risk / Compliance",5,4,5,5,5,5,Excellent company culture and benefits
"Dec 16, 2020",2020-12-16,12,16,2020,Current Employee ,Engineering Manager,4,4,4,4,4,4,pretty good
"Dec 14, 2020",2020-12-14,12,14,2020,Current Employee ,Engineer,5,4,5,4,5,3,Great work life balance
"Dec 14, 2020",2020-12-14,12,14,2020,Current Employee ,Software Engineer II,4,3,5,2,4,3,"Great Work-Life Balance, non competitive pay"
"Dec 13, 2020",2020-12-13,12,13,2020,Current Employee ,Busineess Analyst,5,5,5,5,5,5,"Great wlb, genuine concern for employee well-being"
"Dec 12, 2020",2020-12-12,12,12,2020,Current Employee ,Software Engineer,5,5,5,4,5,4,Great people and work life balance.
"Dec 12, 2020",2020-12-12,12,12,2020,Current Employee ,Staff Engineer,3,3,5,3,3,3,Just ok
"Dec 11, 2020",2020-12-11,12,11,2020,Current Employee ,Software Developer II,3,2,5,2,4,2,Work life balance is awesome
"Dec 11, 2020",2020-12-11,12,11,2020,Current Employee ,Software Engineer II,3,3,5,3,4,2,If you're average or below average this is the company for you
"Dec 10, 2020",2020-12-10,12,10,2020,Current Employee ,Machine Learning Engineer,4,4,5,3,4,4,One of the best software companies
"Dec 10, 2020",2020-12-10,12,10,2020,Current Employee ,Software Engineer II,3,2,3,4,4,3,It’s a mixed bag
"Dec 10, 2020",2020-12-10,12,10,2020,Current Employee ,Senior Product Designer,5,2,4,2,2,2,Review
"Dec 9, 2020",2020-12-09,12,9,2020,Current Employee ,Staff Engineer,5,3,5,4,5,5,Good place to work
"Dec 8, 2020",2020-12-08,12,8,2020,Current Employee ,Senior Engineer,1,1,3,3,2,2,Circlejerk Cultish Mentality Has Become Prominent
"Dec 8, 2020",2020-12-08,12,8,2020,Current Employee ,Software Engineer,4,3,5,3,3,3,"Safe space , good WLB, can become frog in the well"
"Dec 7, 2020",2020-12-07,12,7,2020,Current Employee ,Software Engineer II,3,3,5,2,3,3,Great for early career; terrible for late career
"Dec 7, 2020",2020-12-07,12,7,2020,Current Employee ,Senior Software Engineer,2,1,2,3,3,2,"Had good expectations on work, environment, company and culture when joined the company, now ..."
"Dec 2, 2020",2020-12-02,12,2,2020,Current Employee ,Staff Software Engineer,5,5,5,5,5,5,Competitive TC and great WLB
"Dec 2, 2020",2020-12-02,12,2,2020,Current Employee ,Senior Software Engineer,3,3,2,4,1,1,Too much diversity. Time for negative diversity to rebalance.
"Dec 2, 2020",2020-12-02,12,2,2020,Current Employee ,Manager Global Marketing Analytics,5,4,5,5,5,5,Great company culture
"Dec 2, 2020",2020-12-02,12,2,2020,Current Employee ,Systems Architect,4,4,3,4,4,1,Great work life balance
"Dec 1, 2020",2020-12-01,12,1,2020,Former Employee ,Growth Marketing Manager,4,3,5,4,4,1,"Great culture, but recent layoffs have impacted morale"
"Nov 30, 2020",2020-11-30,11,30,2020,Current Employee ,Engineer,4,1,5,3,4,3,Nice if you don’t want to grow
"Nov 29, 2020",2020-11-29,11,29,2020,Current Employee ,Software Engineer,5,3,4,3,5,5,Good WLB
"Nov 28, 2020",2020-11-28,11,28,2020,Current Employee ,Software Applications Engineer II,3,2,3,4,2,2,A mixed bag.
"Nov 26, 2020",2020-11-26,11,26,2020,Current Employee ,Software Engineer I,3,1,5,3,3,3,No structure
"Nov 25, 2020",2020-11-25,11,25,2020,Current Employee ,Designer,2,3,3,2,5,4,Meh
"Nov 24, 2020",2020-11-24,11,24,2020,Current Employee ,Software Engineer,3,3,4,3,3,3,Good work life balance and depends on teams
"Nov 24, 2020",2020-11-24,11,24,2020,Current Employee ,Designer,3,3,5,3,5,2,Nice people
"Nov 21, 2020",2020-11-21,11,21,2020,Current Employee ,Software Engineer,4,3,3,2,3,2,Old wine in a old bottle
"Nov 20, 2020",2020-11-20,11,20,2020,Current Employee ,Software Engineer,1,2,5,3,5,1,Ok place to retire
"Nov 20, 2020",2020-11-20,11,20,2020,Current Employee ,Software Engineer,2,2,5,4,2,1,My career went in reverse
"Nov 20, 2020",2020-11-20,11,20,2020,Current Employee ,Data Scientist,4,4,4,4,3,3,WLB
"Nov 18, 2020",2020-11-18,11,18,2020,Current Employee ,Software Engineer,3,2,2,3,2,1,Toxic
"Nov 17, 2020",2020-11-17,11,17,2020,Current Employee ,Software Applications Engineer III,4,3,4,3,4,3,Good work life balance
"Nov 16, 2020",2020-11-16,11,16,2020,Current Employee ,Software Engineer,4,3,4,3,4,4,Great work life balance
"Nov 16, 2020",2020-11-16,11,16,2020,Current Employee ,Software Engineer II,4,3,4,3,4,2,Great work life balance and benefits
"Nov 15, 2020",2020-11-15,11,15,2020,Current Employee ,Engineering Manager II,3,3,2,3,1,1,Political
"Nov 14, 2020",2020-11-14,11,14,2020,Current Employee ,Staff Software Engineer,3,2,3,5,1,1,Used to be good
"Nov 13, 2020",2020-11-13,11,13,2020,Current Employee ,Staff Data Scientist,3,2,3,3,4,4,"Good benefits, decent work life balance. Chaotic project prioritization."
"Nov 11, 2020",2020-11-11,11,11,2020,Current Employee ,Assistant Operations Manager,4,3,5,5,5,4,Great customer obsessed culture
"Nov 10, 2020",2020-11-10,11,10,2020,Current Employee ,Business Development,4,2,4,4,3,2,It’s ok!
"Nov 8, 2020",2020-11-08,11,8,2020,Current Employee ,Data Scientist,5,3,4,3,5,4,Great place to work
"Nov 7, 2020",2020-11-07,11,7,2020,Current Employee ,Data Scientist,4,4,4,4,3,4,Great work life balance
"Nov 6, 2020",2020-11-06,11,6,2020,Current Employee ,Senior Engineer,1,1,1,1,3,2,50 50
"Nov 6, 2020",2020-11-06,11,6,2020,Current Employee ,Director Business Development,3,2,3,3,2,1,Bad leadership and political
"Nov 4, 2020",2020-11-04,11,4,2020,Current Employee ,Group Manager Business Intelligence,4,3,2,4,4,3,"Low risk taking, stable"
"Nov 4, 2020",2020-11-04,11,4,2020,Current Employee ,Software Engineer,4,3,4,4,5,3,Great company culture and people
"Nov 2, 2020",2020-11-02,11,2,2020,Current Employee ,Senior Software Engineer,4,4,5,4,4,3,"Stable, they treat you well, too political and bureaucratic"
"Nov 2, 2020",2020-11-02,11,2,2020,Current Employee ,Senior Software Engineer II,4,4,5,4,4,4,Great worklife balance
"Nov 2, 2020",2020-11-02,11,2,2020,Current Employee ,Software Engineer II,4,2,5,4,5,4,"Good people, company cares about its employees, good work life balance."
"Nov 1, 2020",2020-11-01,11,1,2020,Current Employee ,Software Engineer,4,3,3,4,4,4,Gr8 Company
"Nov 1, 2020",2020-11-01,11,1,2020,Current Employee ,Software Engineer,5,5,5,5,5,5,Great place to work
"Nov 1, 2020",2020-11-01,11,1,2020,Current Employee ,"Engineer, Software Systems",3,2,3,2,2,1,"less pay, less growth relatively"
"Nov 1, 2020",2020-11-01,11,1,2020,Current Employee ,Applications Systems Architect,4,5,3,4,5,4,"Great customer focused culture , transforming into a Tech Company"
"Oct 31, 2020",2020-10-31,10,31,2020,Current Employee ,Software Engineer,4,5,5,3,4,4,Above average
"Oct 30, 2020",2020-10-30,10,30,2020,Current Employee ,Data Analyst,1,3,1,5,2,2,Horrible work life balance
"Oct 30, 2020",2020-10-30,10,30,2020,Current Employee ,Staff Data Engineer,3,3,3,3,4,3,Good Work life balance . Too much politics. Good Work Culture.
"Oct 30, 2020",2020-10-30,10,30,2020,Current Employee ,Product Designer,4,3,5,3,4,3,"Great work life balance, care a lot about employees"
"Oct 29, 2020",2020-10-29,10,29,2020,Current Employee ,Product Manager,4,3,4,5,4,3,Great work life balance
"Oct 29, 2020",2020-10-29,10,29,2020,Current Employee ,Software Engineer,4,4,5,4,4,3,Great work life balance
"Oct 28, 2020",2020-10-28,10,28,2020,Current Employee ,Senior Software Engineer,4,3,5,3,3,2,"Not the best, not the worst"
"Oct 28, 2020",2020-10-28,10,28,2020,Current Employee ,Software Engineer,3,3,5,3,2,2,Great WLB
"Oct 26, 2020",2020-10-26,10,26,2020,Current Employee ,Product Marketing Manager,1,1,2,3,1,1,Think twice - not a traditional Silicon Valley company
"Oct 22, 2020",2020-10-22,10,22,2020,Current Employee ,Software Engineer,2,2,3,2,2,1,Highly political.
"Oct 21, 2020",2020-10-21,10,21,2020,Current Employee ,Designer,4,5,3,4,5,3,"Rise to the challenge, can be exhausting"
"Oct 20, 2020",2020-10-20,10,20,2020,Current Employee ,Software Applications Engineer II,4,4,5,4,4,3,Great place for work life balance but be beware of layoffs!
"Oct 20, 2020",2020-10-20,10,20,2020,Current Employee ,Marketing Director,5,5,5,5,5,5,Momentum in motion
"Oct 20, 2020",2020-10-20,10,20,2020,Current Employee ,Staff Software Engineer,4,5,3,4,4,4,Good opportunity for growth
"Oct 19, 2020",2020-10-19,10,19,2020,Current Employee ,Software Engineer I,4,3,5,5,3,3,Great benefits and slow growth
"Oct 18, 2020",2020-10-18,10,18,2020,Current Employee ,Software Developer,4,3,3,3,4,4,Decent company
"Oct 16, 2020",2020-10-16,10,16,2020,Current Employee ,General Business Account Executive,5,5,5,5,5,5,Very interesting work and opportunities
